135 6 4
5000 5 50 500
filename num_threads num_ops num_float_ops num_comp_ops num_lambda_iter deepest_loop_level num_int_var num_float_var num_if_stmts num_if_stmts_in_loop time(5000) time(5) time(50) time(500)
../functions/mat_mat.hpp 6 4002004 2000000 1001002 1000 2 2 0 0 0 3.058 3.03016 3.39615 6.98041 
../functions/mat_mat.hpp 8 4002004 2000000 1001002 1000 2 2 0 0 0 2.45478 2.45139 2.66856 7.25343 
../functions/mat_mat.hpp 10 4002004 2000000 1001002 1000 2 2 0 0 0 2.33234 2.48462 2.29357 6.9034 
../functions/mat_mat.hpp 12 4002004 2000000 1001002 1000 2 2 0 0 0 2.50853 2.2579 2.30147 6.90891 
../functions/mat_mat.hpp 14 4002004 2000000 1001002 1000 2 2 0 0 0 2.28925 2.38833 2.43735 7.19668 
../functions/mat_mat.hpp 16 4002004 2000000 1001002 1000 2 2 0 0 0 2.35422 2.18588 2.5684 7.43621 
../functions/mat_mat.hpp 18 4002004 2000000 1001002 1000 2 2 0 0 0 2.35693 2.35225 2.58719 7.10013 
../functions/mat_mat.hpp 20 4002004 2000000 1001002 1000 2 2 0 0 0 2.35053 2.25849 2.15275 7.40069 
../functions/mat_mat.hpp 22 4002004 2000000 1001002 1000 2 2 0 0 0 2.33889 2.22891 2.25721 7.6192 
../functions/mat_mat.hpp 24 4002004 2000000 1001002 1000 2 2 0 0 0 2.39743 2.24682 2.17395 7.5673 
../functions/mat_mat.hpp 26 4002004 2000000 1001002 1000 2 2 0 0 0 2.36763 2.28301 2.11114 7.66294 
../functions/mat_mat.hpp 28 4002004 2000000 1001002 1000 2 2 0 0 0 2.36867 2.37634 2.25238 7.69696 
../functions/mat_mat.hpp 30 4002004 2000000 1001002 1000 2 2 0 0 0 2.45318 2.37634 2.17084 7.75313 
../functions/mat_mat.hpp 32 4002004 2000000 1001002 1000 2 2 0 0 0 2.42444 2.1488 2.04333 12.4413 
../functions/mat_vect.hpp 1 40002 20000 10001 10000 1 1 0 0 0 0.379095 0.309123 0.305436 0.304778 
../functions/mat_vect.hpp 2 40002 20000 10001 10000 1 1 0 0 0 0.245341 0.176679 0.165957 0.166307 
../functions/mat_vect.hpp 4 40002 20000 10001 10000 1 1 0 0 0 0.128948 0.093266 0.0998818 0.106739 
../functions/mat_vect.hpp 6 40002 20000 10001 10000 1 1 0 0 0 0.0887756 0.0624341 0.0626343 0.0674373 
../functions/mat_vect.hpp 8 40002 20000 10001 10000 1 1 0 0 0 0.0677588 0.0507346 0.0537756 0.0518794 
../functions/mat_vect.hpp 10 40002 20000 10001 10000 1 1 0 0 0 0.0677702 0.0644861 0.0755905 0.0735886 
../functions/mat_vect.hpp 12 40002 20000 10001 10000 1 1 0 0 0 0.112139 0.0870747 0.0868539 0.082716 
../functions/mat_vect.hpp 14 40002 20000 10001 10000 1 1 0 0 0 0.105265 0.0891533 0.0881053 0.0916538 
../functions/mat_vect.hpp 16 40002 20000 10001 10000 1 1 0 0 0 0.0820352 0.0890734 0.0871586 0.0873653 
../functions/mat_vect.hpp 18 40002 20000 10001 10000 1 1 0 0 0 0.112879 0.0739232 0.078215 0.0827985 
../functions/mat_vect.hpp 20 40002 20000 10001 10000 1 1 0 0 0 0.0616526 0.0657508 0.0667438 0.066025 
../functions/mat_vect.hpp 22 40002 20000 10001 10000 1 1 0 0 0 0.0915093 0.0578136 0.0601151 0.0648796 
../functions/mat_vect.hpp 24 40002 20000 10001 10000 1 1 0 0 0 0.063851 0.0470088 0.0483184 0.0503301 
../functions/mat_vect.hpp 26 40002 20000 10001 10000 1 1 0 0 0 0.110682 0.0474066 0.047437 0.0442076 
../functions/mat_vect.hpp 28 40002 20000 10001 10000 1 1 0 0 0 0.138917 0.0462203 0.045188 0.0405727 
../functions/mat_vect.hpp 30 40002 20000 10001 10000 1 1 0 0 0 0.12354 0.045129 0.0484694 0.0440566 
../functions/mat_vect.hpp 32 40002 20000 10001 10000 1 1 0 0 0 0.102917 0.0465062 0.0511286 0.0555228
../functions/sum_up.hpp 1 400002 0 100001 0 1 1 0 0 0 0.000373232 0.000104762 0.0000974985 0.000084159 
../functions/sum_up.hpp 2 400002 0 100001 0 1 1 0 0 0 0.000501879 0.000132489 0.000113841 0.000117962 
../functions/sum_up.hpp 4 400002 0 100001 0 1 1 0 0 0 0.000619632 0.000184032 0.000173835 0.000176349 
../functions/sum_up.hpp 6 400002 0 100001 0 1 1 0 0 0 0.000603428 0.00026428 0.00024612 0.000250661 
../functions/sum_up.hpp 8 400002 0 100001 0 1 1 0 0 0 0.000859048 0.000280483 0.000263511 0.00025499 
../functions/sum_up.hpp 10 400002 0 100001 0 1 1 0 0 0 0.000958013 0.000658045 0.000611809 0.000577448 
../functions/sum_up.hpp 12 400002 0 100001 0 1 1 0 0 0 0.00110985 0.000627943 0.000672571 0.000635277 
../functions/sum_up.hpp 14 400002 0 100001 0 1 1 0 0 0 0.00131798 0.000737524 0.000759105 0.000797517 
../functions/sum_up.hpp 16 400002 0 100001 0 1 1 0 0 0 0.00128913 0.000822521 0.000819448 0.000775098 
../functions/sum_up.hpp 18 400002 0 100001 0 1 1 0 0 0 0.00209154 0.00108792 0.000987625 0.00101556 
../functions/sum_up.hpp 20 400002 0 100001 0 1 1 0 0 0 0.0015194 0.00109134 0.00116635 0.000975474 
../functions/sum_up.hpp 22 400002 0 100001 0 1 1 0 0 0 0.00153874 0.000943206 0.00098162 0.000996426 
../functions/sum_up.hpp 24 400002 0 100001 0 1 1 0 0 0 0.00211647 0.00119038 0.00129646 0.00123067 
../functions/sum_up.hpp 26 400002 0 100001 0 1 1 0 0 0 0.00167046 0.00113492 0.00122767 0.00120001 
../functions/sum_up.hpp 28 400002 0 100001 0 1 1 0 0 0 0.00387843 0.00116656 0.00119764 0.00119966 
../functions/sum_up.hpp 30 400002 0 100001 0 1 1 0 0 0 0.00235833 0.00147658 0.00136651 0.00137594 
../functions/sum_up.hpp 32 400002 0 100001 0 1 1 0 0 0 0.00185492 0.00153232 0.00140933 0.00141687
