filename num_threads num_ops num_float_ops num_comp_ops num_lambda_iter deepest_loop_level num_int_var num_float_var num_if_stmts num_if_stmts_in_loop time_seq(s) time_par(s)
../functions/sum_up2.hpp 20 40000002 0 10000001 0 1 1 0 0 0 6.29e-07 0.00221599
../functions/sum_up2.hpp 22 40000002 0 10000001 0 1 1 0 0 0 6.29e-07 0.00190918
../functions/sum_up2.hpp 24 40000002 0 10000001 0 1 1 0 0 0 5.58e-07 0.00258105
../functions/sum_up2.hpp 26 40000002 0 10000001 0 1 1 0 0 0 6.28e-07 0.00252246
../functions/sum_up2.hpp 28 40000002 0 10000001 0 1 1 0 0 0 6.29e-07 0.00247161
../functions/sum_up2.hpp 30 40000002 0 10000001 0 1 1 0 0 0 6.28e-07 0.00216201
../functions/sum_up2.hpp 32 40000002 0 10000001 0 1 1 0 0 0 5.59e-07 0.0025615
../functions/sum_up.hpp 1 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.000258553
../functions/sum_up.hpp 2 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.000387549
../functions/sum_up.hpp 4 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.00054588
../functions/sum_up.hpp 6 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.000657696
../functions/sum_up.hpp 8 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.000753448
../functions/sum_up.hpp 10 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.00135953
../functions/sum_up.hpp 12 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.00103093
../functions/sum_up.hpp 14 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.00128124
../functions/sum_up.hpp 16 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.0013318
../functions/sum_up.hpp 18 400002 0 100001 0 1 1 0 0 0 5.58e-07 0.00139194
../functions/sum_up.hpp 20 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.00216159
../functions/sum_up.hpp 22 400002 0 100001 0 1 1 0 0 0 6.29e-07 0.00163827
../functions/sum_up.hpp 24 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.00254648
../functions/sum_up.hpp 26 400002 0 100001 0 1 1 0 0 0 5.59e-07 0.00218519
../functions/sum_up.hpp 28 400002 0 100001 0 1 1 0 0 0 8.38e-07 0.00212506
../functions/sum_up.hpp 30 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.00241393
../functions/sum_up.hpp 32 400002 0 100001 0 1 1 0 0 0 6.28e-07 0.00219344
